PaymentNo,ResellerKey,ResellerName,CountryRegionCode,SalesOrderNumber,PaymentDate,PaymentAmount
2779,522,Small Bike Accessories Shop,US,SO51776,10/7/2003 0:00,16795.0125
2780,237,Client Discount Store,US,SO51777,10/7/2003 0:00,7262.256
2781,359,Mechanical Sports Center,US,SO51778,10/7/2003 0:00,3056.1505
2782,89,Riverside Company,US,SO51741,10/7/2003 0:00,2969.6915
2783,107,Wholesale Bikes,US,SO51725,10/7/2003 0:00,1295.976
2784,199,Authorized Bike Sales and Rental,US,SO51726,10/7/2003 0:00,50891.811
2785,198,Field Trip Inc,US,SO51709,10/7/2003 0:00,173.394
2786,2,Progressive Sports,US,SO51728,10/7/2003 0:00,3107.022
2787,527,Fun Times Club,US,SO51730,10/7/2003 0:00,4464.564
2788,310,Orange Bicycle Company,US,SO51731,10/7/2003 0:00,2343.8966
2789,259,Highway Bike Shop,US,SO51706,10/7/2003 0:00,7728.264
2790,115,Security Racks and Locks Wholesalers,US,SO51707,10/7/2003 0:00,790.728
2791,80,Racks and Security Systems,US,SO51701,10/7/2003 0:00,2636.166
2792,328,Totes & Baskets Company,US,SO51714,10/7/2003 0:00,78790.812
2793,43,Frugal Bike Shop,US,SO51715,10/7/2003 0:00,37573.6965
2794,363,Immense Manufacturing Company,US,SO51716,10/7/2003 0:00,55230.51
2795,377,Grand Sport Boutique,US,SO51717,10/7/2003 0:00,14366.49
2796,207,Lubricant and Grease Suppliers,US,SO51718,10/7/2003 0:00,4754.364
2797,360,Novelty Bikes,US,SO51719,10/7/2003 0:00,7465.488
2798,650,Permanent Finish Products,US,SO51721,10/7/2003 0:00,98094.7783
2799,258,Quantity Discounts,US,SO51722,10/7/2003 0:00,38335.386
2800,289,Moderately-Priced Bikes Store,US,SO51723,10/7/2003 0:00,3492.012
2801,292,Grease and Oil Products Company,US,SO51144,9/6/2003 0:00,7025.6505
2802,668,Official Parts Shop,US,SO51145,9/6/2003 0:00,14616.6795
2803,505,Honest Repair Service,US,SO51146,9/6/2003 0:00,53088.0285
2804,110,Vintage Sport Boutique,US,SO51148,9/6/2003 0:00,43748.571
2805,523,Futuristic Sport Distributors,US,SO51151,9/6/2003 0:00,65266.1358
2806,253,Roving Sports,US,SO51136,9/6/2003 0:00,647.988
2807,494,Worthwhile Activity Store,US,SO51137,9/6/2003 0:00,46420.614
2808,275,Outdoor Sporting Goods,US,SO51139,9/6/2003 0:00,8109.252
2809,660,Exhilarating Cycles,US,SO51140,9/6/2003 0:00,58364.474
2810,252,Classic Cycle Store,US,SO51141,9/6/2003 0:00,4009.596
2811,597,All Seasons Sports Supply,US,SO51142,9/6/2003 0:00,2232.84
2812,185,Weekend Bike Tours,US,SO51133,9/6/2003 0:00,1020.594
2813,599,Westside Plaza,US,SO51131,9/6/2003 0:00,175753.2124
2814,205,Rally Master Company Inc,US,SO51126,9/6/2003 0:00,116784.6813
2815,380,First Department Stores,US,SO51128,9/6/2003 0:00,1331.238
2816,183,This Area Sporting Goods,US,SO51129,9/6/2003 0:00,5156.682
2817,18,Catalog Store,US,SO51691,10/7/2003 0:00,32164.548
2818,603,Retail Toy Store,US,SO51175,9/6/2003 0:00,21.576
2819,673,Countryside Company,US,SO51167,9/6/2003 0:00,1037.154
2820,414,Grand Discount Store,US,SO51157,9/6/2003 0:00,50776.0151
2821,404,Activity Center,US,SO51158,9/6/2003 0:00,2510.184
2822,94,Specialty Sports Store,US,SO51159,9/6/2003 0:00,484.632
2823,458,Simple Bike Parts,US,SO51162,9/6/2003 0:00,356.898
2824,344,Fifth Bike Store,US,SO51163,9/6/2003 0:00,323.994
2825,325,All Cycle Shop,US,SO51164,9/6/2003 0:00,712.2015
2826,622,Gift and Toy Store,US,SO51085,9/6/2003 0:00,5840.9505
2827,117,Pedals Warehouse,US,SO51086,9/6/2003 0:00,323.994
2828,125,Immediate Repair Shop,US,SO51088,9/6/2003 0:00,36907.494
2829,475,Real Sporting Goods,US,SO51090,9/6/2003 0:00,77500.2972
2830,220,Best o' Bikes,US,SO51091,9/6/2003 0:00,5022.2385
2831,330,The New Bike Store,US,SO50729,8/7/2003 0:00,1466.01
2832,560,Major Sport Suppliers,US,SO51093,9/6/2003 0:00,149.874
2833,578,The Bike Shop,US,SO51097,9/6/2003 0:00,2753.988
2834,383,Vehicle Shop,US,SO51095,9/6/2003 0:00,803.766
2835,670,First Bike Store,US,SO51105,9/6/2003 0:00,71514.9088
2836,440,Hobby Store,US,SO51107,9/6/2003 0:00,187.128
2837,530,Valuable Bike Parts Company,US,SO51108,9/6/2003 0:00,24633.6206
2838,95,Rural Department Store,US,SO51099,9/6/2003 0:00,5208.651
2839,618,Seventh Bike Store,US,SO51101,9/6/2003 0:00,35028.7394
2840,437,Professional Cycle Store,US,SO51102,9/6/2003 0:00,30410.736
2841,17,Trusted Catalog Store,US,SO51110,9/6/2003 0:00,6913.6245
2842,594,Casual Bicycle Store,US,SO51111,9/6/2003 0:00,35179.053
2843,27,Sports Sales and Rental,US,SO51115,9/6/2003 0:00,2783.988
2844,242,Spoke Manufacturers,US,SO51118,9/6/2003 0:00,26.724
2845,305,Professional Sporting Goods,US,SO51119,9/6/2003 0:00,2107.308
2846,4,Modular Cycle Systems,US,SO51122,9/6/2003 0:00,60848.776
2847,290,Friendly Bike Shop,US,SO51123,9/6/2003 0:00,93829.343
2848,543,Friendly Neighborhood Bikes,US,SO50731,8/7/2003 0:00,68.382
2849,503,Metropolitan Sales and Rental,US,SO50732,8/7/2003 0:00,324.4527
2850,544,Valley Bicycle Specialists,US,SO50734,8/7/2003 0:00,2232.8181
2851,647,Solid Bike Parts,US,SO50736,8/7/2003 0:00,5835.6552
2852,674,Discount Tours,US,SO50737,8/7/2003 0:00,2451.0507
2853,130,Elite Bikes,US,SO50738,8/7/2003 0:00,43698.9816
2854,165,Third Bike Store,US,SO50739,8/7/2003 0:00,2458.6124
2855,368,Elemental Sporting Goods,US,SO50740,8/7/2003 0:00,8961.5152
2856,143,Modern Bike Store,US,SO50741,8/7/2003 0:00,508.3909
2857,39,Fitness Hotel,US,SO50742,8/7/2003 0:00,573.9927
2858,648,Small Bike Shop,US,SO50743,8/7/2003 0:00,31207.0895
2859,25,Coalition Bike Company,US,SO50744,8/7/2003 0:00,2009.3707
2860,5,Metropolitan Sports Supply,US,SO50746,8/7/2003 0:00,7654.3937
2861,75,Paint Supply,US,SO50747,8/7/2003 0:00,36204.2021
2862,3,Advanced Bike Components,US,SO50748,8/7/2003 0:00,39339.543
2863,20,Central Discount Store,US,SO50750,8/7/2003 0:00,2802.5973
2864,695,Responsible Bike Dealers,US,SO50751,8/7/2003 0:00,1493.9703
2865,243,Recreation Supplies,US,SO50752,8/7/2003 0:00,1295.988
2866,608,Golf and Cycle Store,US,SO50753,8/7/2003 0:00,52108.7806
2867,438,Remarkable Bike Store,US,SO50754,8/7/2003 0:00,8256.654
2868,585,Next-Door Bike Store,US,SO50756,8/7/2003 0:00,37658.7318
2869,652,Selected Distributors,US,SO50757,8/7/2003 0:00,1320.6349
2870,235,Certified Bicycle Supply,US,SO50758,8/7/2003 0:00,4515.9833
2871,98,Superlative Bikes,US,SO50759,8/7/2003 0:00,1252.2529
2872,579,Riders Company,US,SO50696,8/7/2003 0:00,47192.4665
2873,288,Kickstand Sellers,US,SO50711,8/7/2003 0:00,482.6262
2874,418,Good Bike Shop,US,SO50712,8/7/2003 0:00,44541.9552
2875,624,First Cycle Store,US,SO50713,8/7/2003 0:00,737.7278
2876,379,Fad Outlet,US,SO50715,8/7/2003 0:00,2817.8617
2877,37,Two Bike Shops,US,SO50718,8/7/2003 0:00,1416.9255
2878,349,Exercise Center,US,SO50719,8/7/2003 0:00,425.8598
2879,490,Extraordinary Bike Works,US,SO50720,8/7/2003 0:00,27105.9276
2880,23,Bike World,US,SO50721,8/7/2003 0:00,13976.0223
2881,675,Bike Goods,US,SO50723,8/7/2003 0:00,1531.7112
2882,457,Retail Sporting Equipment,US,SO50724,8/7/2003 0:00,22106.9986
2883,473,Racing Toys,US,SO50725,8/7/2003 0:00,4391.9964
2884,170,Excellent Riding Supplies,US,SO50726,8/7/2003 0:00,96011.0908
2885,54,Larger Cycle Shop,US,SO50727,8/7/2003 0:00,45943.9848
2886,345,Genial Bike Associates,US,SO50282,7/7/2003 0:00,33591.9302
2887,432,Super Sports Store,US,SO50283,7/7/2003 0:00,4974.1475
2888,149,Initial Bike Company,US,SO50661,8/7/2003 0:00,29514.1242
2889,24,Eastside Department Store,US,SO50663,8/7/2003 0:00,88148.6142
2890,293,Fashionable Bikes and Accessories,US,SO50678,8/7/2003 0:00,16810.2243
2891,327,World of Bikes,US,SO50675,8/7/2003 0:00,38382.5083
2892,692,Successful Sales Company,US,SO50669,8/7/2003 0:00,3733.9223
2893,644,Convenient Sales and Service,US,SO50671,8/7/2003 0:00,22994.9099
2894,239,Bicycle Merchandise Warehouse,US,SO50672,8/7/2003 0:00,79042.1938
2895,197,Fabrikam Inc. West,US,SO50682,8/7/2003 0:00,38777.8774
2896,72,Outdoor Equipment Store,US,SO50683,8/7/2003 0:00,105042.0733
2897,133,Commercial Sporting Goods,US,SO50688,8/7/2003 0:00,58372.402
2898,395,Online Bike Sellers,US,SO50690,8/7/2003 0:00,2458.9178
2899,168,Economy Bikes Company,US,SO50692,8/7/2003 0:00,3715.1625
2900,254,Safe Cycles Shop,US,SO50693,8/7/2003 0:00,32210.4743
2901,225,Optimal Bikes,US,SO50701,8/7/2003 0:00,777.2902
2902,187,Trailblazing Sports,US,SO50702,8/7/2003 0:00,34930.4656
2903,90,Sales and Supply Company,US,SO50703,8/7/2003 0:00,58150.2335
2904,575,Bicycle Outfitters,US,SO50704,8/7/2003 0:00,12263.9593
2905,147,Local Hardware Factory,US,SO50705,8/7/2003 0:00,10763.151
2906,649,Sports Products Store,US,SO50707,8/7/2003 0:00,3720.9227
2907,135,Wonderful Bikes Inc.,US,SO50276,7/7/2003 0:00,11497.0491
2908,107,Wholesale Bikes,US,SO50277,7/7/2003 0:00,2551.491
2909,270,Active Transport Inc.,US,SO50278,7/7/2003 0:00,324.4527
2910,513,Village Tours,US,SO50279,7/7/2003 0:00,453.1758
2911,233,Fashionable Department Stores,US,SO50280,7/7/2003 0:00,33636.8428
2912,97,Mountain Bike Center,US,SO50272,7/7/2003 0:00,44893.2146
2913,99,Unified Sports Company,US,SO50273,7/7/2003 0:00,744.2727
2914,22,Travel Systems,US,SO50274,7/7/2003 0:00,2184.6753
2915,348,Bold Bike Accessories,US,SO50319,7/7/2003 0:00,780.7197
2916,694,The Accessories Store,US,SO50320,7/7/2003 0:00,600.2625
2917,218,Sure & Reliable Sporting Goods,US,SO50321,7/7/2003 0:00,44161.7113
2918,277,The Bicycle Accessories Company,US,SO50658,8/7/2003 0:00,6107.322
2919,562,Practical Bike Supply Company,US,SO50659,8/7/2003 0:00,1297.8409
2920,323,Metro Bike Works,US,SO50285,7/7/2003 0:00,283.23
2921,224,Pedal Systems Company,US,SO50286,7/7/2003 0:00,324.4527
2922,669,Racing Bike Outlet,US,SO50287,7/7/2003 0:00,183.9382
2923,152,Distance Bikes,US,SO50291,7/7/2003 0:00,606.996
2924,435,Satin Finish Company,US,SO50292,7/7/2003 0:00,41211.6058
2925,312,Resale Services,US,SO50294,7/7/2003 0:00,29991.1507
2926,313,Metropolitan Manufacturing,US,SO50296,7/7/2003 0:00,2818.764
2927,343,Mail-Order Outlet,US,SO50297,7/7/2003 0:00,103362.3362
2928,257,Number 1 Supply,US,SO50298,7/7/2003 0:00,41637.5885
2929,528,Alpine Ski House,US,SO50300,7/7/2003 0:00,604.872
2930,385,Sturdy Toys,US,SO50301,7/7/2003 0:00,42534.1849
2931,422,Consolidated Sales,US,SO50302,7/7/2003 0:00,11715.2995
2932,63,Metro Bike Mart,US,SO50303,7/7/2003 0:00,74.838
2933,79,Reasonable Bicycle Sales,US,SO50304,7/7/2003 0:00,93032.5066
2934,612,General Associates,US,SO50307,7/7/2003 0:00,3279.9311
2935,255,Swift Cycles,US,SO50309,7/7/2003 0:00,198.036
2936,309,The Gear Store,US,SO50310,7/7/2003 0:00,70067.5119
2937,108,Wheelsets Storehouse,US,SO50311,7/7/2003 0:00,25839.3081
2938,642,Fitness Sport Boutique,US,SO50312,7/7/2003 0:00,68280.5128
2939,403,Affordable Sports Equipment,US,SO50313,7/7/2003 0:00,53097.089
2940,433,Thorough Parts and Repair Services,US,SO50314,7/7/2003 0:00,45674.4609
2941,45,Every Bike Shop,US,SO50315,7/7/2003 0:00,18868.8352
2942,492,Basic Sports Equipment,US,SO50238,7/7/2003 0:00,159.558
2943,645,Superior Hardware Distributors,US,SO50240,7/7/2003 0:00,65.6018
2944,164,Suburban Cycle Shop,US,SO50241,7/7/2003 0:00,153.576
2945,540,Guaranteed Sales and Service,US,SO50243,7/7/2003 0:00,20139.2416
2946,78,Preferred Bikes,US,SO50226,7/7/2003 0:00,56191.605
2947,564,Imported and Domestic Cycles,US,SO50227,7/7/2003 0:00,149.031
2948,9,Tandem Bicycle Store,US,SO50234,7/7/2003 0:00,517.2087
2949,684,Lease-a-Bike Shop,US,SO50235,7/7/2003 0:00,38464.61
2950,62,Manufacturers Inc,US,SO50230,7/7/2003 0:00,8074.4839
2951,512,Tiny Bike Boutique,US,SO50231,7/7/2003 0:00,45752.4717
2952,625,Major Sporting Goods,US,SO50254,7/7/2003 0:00,469.794
2953,58,Largest Bike Store,US,SO50255,7/7/2003 0:00,45
2954,237,Client Discount Store,US,SO50256,7/7/2003 0:00,86.5212
2955,493,Valley Bicycle Distributors,US,SO50257,7/7/2003 0:00,324.4527
2956,359,Mechanical Sports Center,US,SO50258,7/7/2003 0:00,170.7286
2957,558,Retail Sales and Service,US,SO50259,7/7/2003 0:00,46990.45
2958,529,Big-Time Bike Store,US,SO50249,7/7/2003 0:00,14251.5357
2959,598,Black Bicycle Company,US,SO50247,7/7/2003 0:00,1229.4589
2960,77,Mechanical Products Ltd.,US,SO50266,7/7/2003 0:00,5514.1513
2961,217,City Manufacturing,US,SO50267,7/7/2003 0:00,1229.4589
2962,583,Professional Containers and Packaging Co.,US,SO50269,7/7/2003 0:00,1731.3963
2963,697,Brakes and Gears,US,SO50270,7/7/2003 0:00,78178.4236
2964,667,Traditional Department Stores,US,SO50263,7/7/2003 0:00,30252.3325
2965,167,Farthermost Bike Shop,US,SO50252,7/7/2003 0:00,95415.1188
2966,523,Futuristic Sport Distributors,US,SO49893,6/7/2003 0:00,31887.434
2967,252,Classic Cycle Store,US,SO49894,6/7/2003 0:00,40267.242
2968,18,Catalog Store,US,SO50189,7/7/2003 0:00,30041.9727
2969,603,Retail Toy Store,US,SO49872,6/7/2003 0:00,600.2625
2970,27,Sports Sales and Rental,US,SO49873,6/7/2003 0:00,1269.8319
2971,269,Curbside Universe,US,SO49874,6/7/2003 0:00,508.3909
2972,673,Countryside Company,US,SO49875,6/7/2003 0:00,540.387
2973,449,Bike Products and Accessories,US,SO50196,7/7/2003 0:00,598.0678
2974,198,Field Trip Inc,US,SO50201,7/7/2003 0:00,1879.176
2975,150,Fleet Bikes,US,SO50198,7/7/2003 0:00,3701.7696
2976,259,Highway Bike Shop,US,SO50205,7/7/2003 0:00,5255.3088
2977,115,Security Racks and Locks Wholesalers,US,SO50207,7/7/2003 0:00,736.1455
2978,328,Totes & Baskets Company,US,SO50208,7/7/2003 0:00,94673.1417
2979,487,Bike Experts,US,SO50209,7/7/2003 0:00,30242.8503
2980,43,Frugal Bike Shop,US,SO50210,7/7/2003 0:00,36879.256
2981,377,Grand Sport Boutique,US,SO50211,7/7/2003 0:00,9795.1414
2982,207,Lubricant and Grease Suppliers,US,SO50212,7/7/2003 0:00,6675.7695
2983,258,Quantity Discounts,US,SO50214,7/7/2003 0:00,50702.1158
2984,289,Moderately-Priced Bikes Store,US,SO50215,7/7/2003 0:00,3792.9456
2985,2,Progressive Sports,US,SO50216,7/7/2003 0:00,1484.4572
2986,650,Permanent Finish Products,US,SO50217,7/7/2003 0:00,32359.8822
2987,127,Front Sporting Goods,US,SO50218,7/7/2003 0:00,34110.1938
2988,310,Orange Bicycle Company,US,SO50219,7/7/2003 0:00,448.7518
2989,527,Fun Times Club,US,SO50221,7/7/2003 0:00,44987.8766
2990,475,Real Sporting Goods,US,SO49831,6/7/2003 0:00,48003.5616
2991,437,Professional Cycle Store,US,SO49832,6/7/2003 0:00,36211.431
2992,117,Pedals Warehouse,US,SO49857,6/7/2003 0:00,44.994
2993,398,Commendable Bikes,US,SO49858,6/7/2003 0:00,469.794
2994,643,Friendly Bike Shop,US,SO49859,6/7/2003 0:00,2886.303
2995,440,Hobby Store,US,SO49835,6/7/2003 0:00,213.552
2996,530,Valuable Bike Parts Company,US,SO49836,6/7/2003 0:00,45571.035
2997,670,First Bike Store,US,SO49837,6/7/2003 0:00,89596.3322
2998,380,First Department Stores,US,SO49850,6/7/2003 0:00,5373.1714
2999,184,Go-cart and Bike Specialists,US,SO49851,6/7/2003 0:00,37240.1691
3000,698,Western Bike Supplies,US,SO49852,6/7/2003 0:00,6712.194
3001,183,This Area Sporting Goods,US,SO49853,6/7/2003 0:00,4030.2867
3002,414,Grand Discount Store,US,SO49877,6/7/2003 0:00,36459.767
3003,404,Activity Center,US,SO49878,6/7/2003 0:00,4568.697
3004,274,Active Systems,US,SO49880,6/7/2003 0:00,339.7375
3005,94,Specialty Sports Store,US,SO49882,6/7/2003 0:00,57.6808
3006,344,Fifth Bike Store,US,SO49883,6/7/2003 0:00,89.988
3007,387,Racing Association,US,SO49886,6/7/2003 0:00,2932.02
3008,292,Grease and Oil Products Company,US,SO49887,6/7/2003 0:00,3502.5609
3009,234,Eastside Sporting Goods,US,SO49888,6/7/2003 0:00,96605.9056
3010,668,Official Parts Shop,US,SO49889,6/7/2003 0:00,7149.1797
3011,17,Trusted Catalog Store,US,SO49868,6/7/2003 0:00,1516.1703
3012,315,Juvenile Sports Equipment,US,SO49869,6/7/2003 0:00,38664.2568
3013,660,Exhilarating Cycles,US,SO49870,6/7/2003 0:00,57297.6959
3014,7,Associated Bikes,US,SO49861,6/7/2003 0:00,1328.8962
3015,577,Synthetic Materials Manufacturing,US,SO49863,6/7/2003 0:00,107.988
3016,618,Seventh Bike Store,US,SO49864,6/7/2003 0:00,45918.6785
3017,200,Basic Bike Company,US,SO49866,6/7/2003 0:00,123.2826
3018,130,Elite Bikes,US,SO49523,5/7/2003 0:00,22612.411
3019,368,Elemental Sporting Goods,US,SO49524,5/7/2003 0:00,3916.3167
3020,674,Discount Tours,US,SO49525,5/7/2003 0:00,1409.382
3021,165,Third Bike Store,US,SO49526,5/7/2003 0:00,2348.97
3022,648,Small Bike Shop,US,SO49527,5/7/2003 0:00,34916.4348
3023,25,Coalition Bike Company,US,SO49528,5/7/2003 0:00,803.0295
3024,39,Fitness Hotel,US,SO49529,5/7/2003 0:00,417.9682
3025,143,Modern Bike Store,US,SO49530,5/7/2003 0:00,1633.3902
3026,75,Paint Supply,US,SO49533,5/7/2003 0:00,26461.1006
3027,5,Metropolitan Sports Supply,US,SO49534,5/7/2003 0:00,7046.91
3028,330,The New Bike Store,US,SO49535,5/7/2003 0:00,202.332
3029,690,Active Cycling,US,SO49536,5/7/2003 0:00,396.072
3030,238,A Great Bicycle Company,US,SO49537,5/7/2003 0:00,469.794
3031,3,Advanced Bike Components,US,SO49538,5/7/2003 0:00,23383.1281
3032,20,Central Discount Store,US,SO49539,5/7/2003 0:00,3792.9456
3033,608,Golf and Cycle Store,US,SO49541,5/7/2003 0:00,36603.1395
3034,695,Responsible Bike Dealers,US,SO49542,5/7/2003 0:00,2527.2998
3035,542,Finer Parts Shop,US,SO49543,5/7/2003 0:00,209.256
3036,488,Bicycle Accessories and Kits,US,SO49544,5/7/2003 0:00,405.585
3037,235,Certified Bicycle Supply,US,SO49548,5/7/2003 0:00,6577.116
3038,4,Modular Cycle Systems,US,SO49821,6/7/2003 0:00,78175.0524
3039,622,Gift and Toy Store,US,SO49823,6/7/2003 0:00,4226.4567
3040,510,World Bike Discount Store,US,SO49824,6/7/2003 0:00,44.994
3041,125,Immediate Repair Shop,US,SO49825,6/7/2003 0:00,33604.4886
3042,253,Roving Sports,US,SO49829,6/7/2003 0:00,1691.3283
3043,98,Superlative Bikes,US,SO49520,5/7/2003 0:00,2595.6818
3044,203,Separate Parts Corporation,US,SO49841,6/7/2003 0:00,43579.4597
3045,242,Spoke Manufacturers,US,SO49842,6/7/2003 0:00,324.4527
3046,594,Casual Bicycle Store,US,SO49843,6/7/2003 0:00,80588.8667
3047,290,Friendly Bike Shop,US,SO49844,6/7/2003 0:00,75440.7132
3048,423,Bike Rims Company,US,SO49845,6/7/2003 0:00,4228.146
3049,19,Center Cycle Shop,US,SO49846,6/7/2003 0:00,249.54
3050,325,All Cycle Shop,US,SO49847,6/7/2003 0:00,287.2044
3051,187,Trailblazing Sports,US,SO49472,5/7/2003 0:00,14819.6397
3052,90,Sales and Supply Company,US,SO49473,5/7/2003 0:00,13842.8243
3053,489,Cash & Carry Bikes,US,SO49474,5/7/2003 0:00,2472.3107
3054,219,Extras Sporting Goods,US,SO49475,5/7/2003 0:00,67.539
3055,575,Bicycle Outfitters,US,SO49476,5/7/2003 0:00,17725.0947
3056,147,Local Hardware Factory,US,SO49477,5/7/2003 0:00,7046.91
3057,72,Outdoor Equipment Store,US,SO49479,5/7/2003 0:00,80673.8414
3058,649,Sports Products Store,US,SO49486,5/7/2003 0:00,4228.146
3059,652,Selected Distributors,US,SO49487,5/7/2003 0:00,1366.2229
3060,23,Bike World,US,SO49489,5/7/2003 0:00,11621.9728
3061,24,Eastside Department Store,US,SO49490,5/7/2003 0:00,44311.8242
3062,417,Genuine Bike Shop,US,SO49491,5/7/2003 0:00,183.9382
3063,149,Initial Bike Company,US,SO49492,5/7/2003 0:00,32553.2291
3064,692,Successful Sales Company,US,SO49493,5/7/2003 0:00,4228.146
3065,644,Convenient Sales and Service,US,SO49494,5/7/2003 0:00,18993.1049
3066,585,Next-Door Bike Store,US,SO49495,5/7/2003 0:00,24248.4363
3067,438,Remarkable Bike Store,US,SO49497,5/7/2003 0:00,10335.468
3068,239,Bicycle Merchandise Warehouse,US,SO49498,5/7/2003 0:00,57161.0604
3069,327,World of Bikes,US,SO49499,5/7/2003 0:00,32712.378
3070,37,Two Bike Shops,US,SO49500,5/7/2003 0:00,537.333
3071,473,Racing Toys,US,SO49506,5/7/2003 0:00,823.066
3072,54,Larger Cycle Shop,US,SO49518,5/7/2003 0:00,31319.6394
3073,472,Summer Sports Place,US,SO49514,5/7/2003 0:00,22.794
3074,490,Extraordinary Bike Works,US,SO49515,5/7/2003 0:00,29669.6029
3075,602,Ultimate Bike Shop,US,SO49516,5/7/2003 0:00,1317.6898
3076,170,Excellent Riding Supplies,US,SO49509,5/7/2003 0:00,89758.5394
3077,197,Fabrikam Inc. West,US,SO49512,5/7/2003 0:00,19309.8372
3078,418,Good Bike Shop,US,SO49502,5/7/2003 0:00,41602.4379
3079,293,Fashionable Bikes and Accessories,US,SO49503,5/7/2003 0:00,3372.3862
3080,133,Commercial Sporting Goods,US,SO49481,5/7/2003 0:00,36892.3174
3081,457,Retail Sporting Equipment,US,SO49483,5/7/2003 0:00,6125.1688
3082,609,Good Toys,US,SO49462,5/7/2003 0:00,648.9054
3083,254,Safe Cycles Shop,US,SO49464,5/7/2003 0:00,34218.0617
3084,579,Riders Company,US,SO49465,5/7/2003 0:00,41071.8424
3085,225,Optimal Bikes,US,SO49470,5/7/2003 0:00,546.9942
3086,675,Bike Goods,US,SO49460,5/7/2003 0:00,2186.5347
3087,377,Grand Sport Boutique,US,SO49119,4/9/2003 0:00,7986.498
3088,257,Number 1 Supply,US,SO49139,4/9/2003 0:00,22820.8449
3089,624,First Cycle Store,US,SO49456,5/7/2003 0:00,624.7205
3090,349,Exercise Center,US,SO49457,5/7/2003 0:00,67.549
3091,218,Sure & Reliable Sporting Goods,US,SO49167,4/9/2003 0:00,43394.4135
3092,694,The Accessories Store,US,SO49168,4/9/2003 0:00,489.9805
3093,684,Lease-a-Bike Shop,US,SO49169,4/9/2003 0:00,35380.64
3094,9,Tandem Bicycle Store,US,SO49170,4/9/2003 0:00,4085.4098
3095,647,Solid Bike Parts,US,SO49444,5/7/2003 0:00,6509.2516
3096,277,The Bicycle Accessories Company,US,SO49445,5/7/2003 0:00,2818.764
3097,288,Kickstand Sellers,US,SO49447,5/7/2003 0:00,107.988
3098,562,Practical Bike Supply Company,US,SO49448,5/7/2003 0:00,1275.0469
3099,272,Metro Cycle Shop,US,SO49449,5/7/2003 0:00,45.588
3100,323,Metro Bike Works,US,SO49135,4/9/2003 0:00,736.1455
3101,343,Mail-Order Outlet,US,SO49136,4/9/2003 0:00,70164.5193
3102,313,Metropolitan Manufacturing,US,SO49137,4/9/2003 0:00,2348.97
3103,22,Travel Systems,US,SO49130,4/9/2003 0:00,1416.8495
3104,348,Bold Bike Accessories,US,SO49131,4/9/2003 0:00,141.615
3105,312,Resale Services,US,SO49132,4/9/2003 0:00,31144.0402
3106,135,Wonderful Bikes Inc.,US,SO49133,4/9/2003 0:00,10335.468
3107,528,Alpine Ski House,US,SO49141,4/9/2003 0:00,939.588
3108,669,Racing Bike Outlet,US,SO49143,4/9/2003 0:00,198.036
3109,224,Pedal Systems Company,US,SO49144,4/9/2003 0:00,324.4527
3110,422,Consolidated Sales,US,SO49145,4/9/2003 0:00,5054.5996
3111,385,Sturdy Toys,US,SO49146,4/9/2003 0:00,26597.1541
3112,79,Reasonable Bicycle Sales,US,SO49147,4/9/2003 0:00,82168.7862
3113,63,Metro Bike Mart,US,SO49148,4/9/2003 0:00,736.1455
3114,309,The Gear Store,US,SO49151,4/9/2003 0:00,62728.718
3115,345,Genial Bike Associates,US,SO49152,4/9/2003 0:00,23097.0182
3116,612,General Associates,US,SO49154,4/9/2003 0:00,577.782
3117,255,Swift Cycles,US,SO49155,4/9/2003 0:00,1308.9375
3118,432,Super Sports Store,US,SO49156,4/9/2003 0:00,3995.3819
3119,642,Fitness Sport Boutique,US,SO49157,4/9/2003 0:00,66733.3664
3120,108,Wheelsets Storehouse,US,SO49158,4/9/2003 0:00,17782.3246
3121,45,Every Bike Shop,US,SO49159,4/9/2003 0:00,10830.0207
3122,403,Affordable Sports Equipment,US,SO49160,4/9/2003 0:00,50953.322
3123,433,Thorough Parts and Repair Services,US,SO49161,4/9/2003 0:00,50262.906
3124,513,Village Tours,US,SO49121,4/9/2003 0:00,1320.6349
3125,558,Retail Sales and Service,US,SO49123,4/9/2003 0:00,44130.0247
3126,435,Satin Finish Company,US,SO49125,4/9/2003 0:00,24252.0932
3127,198,Field Trip Inc,US,SO49128,4/9/2003 0:00,1879.176
3128,487,Bike Experts,US,SO49101,4/9/2003 0:00,25503.1481
3129,328,Totes & Baskets Company,US,SO49099,4/9/2003 0:00,78580.1157
3130,97,Mountain Bike Center,US,SO49104,4/9/2003 0:00,44669.7475
3131,650,Permanent Finish Products,US,SO49105,4/9/2003 0:00,25187.5169
3132,115,Security Racks and Locks Wholesalers,US,SO49107,4/9/2003 0:00,74.838
3133,107,Wholesale Bikes,US,SO49108,4/9/2003 0:00,1409.382
3134,259,Highway Bike Shop,US,SO49109,4/9/2003 0:00,6577.116
3135,99,Unified Sports Company,US,SO49110,4/9/2003 0:00,141.615
3136,77,Mechanical Products Ltd.,US,SO49111,4/9/2003 0:00,4228.146
3137,289,Moderately-Priced Bikes Store,US,SO49112,4/9/2003 0:00,5054.5996
3138,233,Fashionable Department Stores,US,SO49113,4/9/2003 0:00,25124.6122
3139,43,Frugal Bike Shop,US,SO49114,4/9/2003 0:00,33016.168
3140,527,Fun Times Club,US,SO49116,4/9/2003 0:00,41513.136
